Threads,Peak Performance (Mega Adds Per Second), Average Performance (Mega Adds Per Second),,,,
10506,-11311.25488,,,,,
10507,-8994.226562,,,,,
10508,-15922.79785,,,,,
10509,-2616.48584,,,,,
10510,-5316.371094,,,,,
10511,-11822.30078,,,,,
10512,3901.254883,,,,,
10513,2426.096191,,,,,
10514,-4612.687988,,,,,
10515,4151.083496,,,,,
10516,4132.049805,,,,,
10517,10227.78711,,,,,
10518,-2142.827637,,,,,
10519,2176.521973,,,,,
10520,1519.324341,,,,,
10521,19471.63477,,,,,
10522,13658.49609,,,,,
10523,13661.81836,,,,,
10524,19486.20313,,,,,
10525,11455.04297,,,,,
10526,17441.01758,,,,,
10527,11332.27441,,,,,
10528,14958.86523,,,,,
10529,21285.51172,,,,,
10530,19563.92969,,,,,
10531,25612.06641,,,,,
10532,21351.92969,,,,,
10533,23358.11523,,,,,
10534,29187.01758,,,,,
10535,22834.07227,,,,,
10536,25920.30664,,,,,
10537,33817.34375,,,,,
10538,22617.78906,,,,,
10539,29412.15625,,,,,
10540,23365.24219,,,,,
10541,42075.21094,,,,,
10542,25785.75,,,,,
10543,31492.30469,,,,,
10544,38187.91797,,,,,
10545,38069.72656,,,,,
10546,43060.69922,,,,,
10547,50087.4375,,,,,
10548,40673.34766,,,,,
10549,36888.84766,,,,,
10550,41988.12891,,,,,
10551,30426.88477,,,,,
10552,37147.16406,,,,,
10553,40701.58984,,,,,
10554,43160.57813,,,,,
10555,42778.53125,,,,,
10556,44824.19922,,,,,
10557,60697.54297,,,,,
10558,45557.48438,,,,,
10559,48585.42578,,,,,
10560,41416.44922,,,,,
10561,37670.28906,,,,,
10562,38807.05859,,,,,
10563,40364.96875,,,,,
10564,46257.41797,,,,,
10565,37566.94922,,,,,
10566,36747.89063,,,,,
10567,39961.29688,,,,,
10568,47346.05078,,,,,
10569,56679.46094,,,,,
10570,54606.42188,,,,,
10571,28069.42773,,,,,
10572,44783.50781,,,,,
10573,37083.50781,,,,,
10574,40646.17188,,,,,
10575,43447.35547,,,,,
10576,49360.94922,,,,,
10577,33552.90625,,,,,
10578,41054.26953,,,,,
10579,40838.85547,,,,,
10580,37566.13281,,,,,
10581,37764.14844,,,,,
10582,31582.57422,,,,,
10583,35358.89063,,,,,
10584,44232.28125,,,,,
10585,33278.1875,,,,,
10586,36171.45313,,,,,
10587,33353.71094,,,,,
10588,36983.07813,,,,,
10589,41891.26563,,,,,
10590,30100.92969,,,,,
10591,47416.67188,,,,,
10592,34642.67188,,,,,
10593,31612.50781,,,,,
10594,19870.85352,,,,,
10595,23575.65625,,,,,
10596,34723.70703,,,,,
10597,23389.06445,,,,,
10598,22723.80078,,,,,
10599,19613.39648,,,,,
10600,22735.27344,,,,,
10601,14711.9834,,,,,
10602,28576.53516,,,,,
10603,22769.39648,,,,,
10604,10869.87109,,,,,
10605,16040.52539,,,,,
10606,16621.1543,,,,,
10607,10742.17383,,,,,
10608,8718.883789,,,,,
10609,8579.847656,,,,,
10610,15238.5625,,,,,
10611,4209.28125,,,,,
10612,14236.67676,,,,,
10613,12850.13281,,,,,
10614,745.059143,,,,,
10615,419.095215,,,,,
10616,7774.178223,,,,,
10617,3802.058838,,,,,
10618,7070.356445,,,,,
10619,10747.75977,,,,,
10620,11390.49609,,,,,
10621,255.865433,,,,,
10622,2031.804199,,,,,
10623,-7968.40625,,,,,
10624,-11309.77832,,,,,
10625,-9216.900391,,,,,
10626,-6349.186035,,,,,
10627,-8470.234375,,,,,
10628,-22315.69531,,,,,
10629,-3603.623047,,,,,
10630,-15689.54199,,,,,
10631,-8745.28125,,,,,
10632,-14459.95996,,,,,
10633,-9550.147461,,,,,
10634,-14134.79102,,,,,
10635,-25729.18555,,,,,
10636,-9603.722656,,,,,
10637,-18794.68555,,,,,
10638,-26403.33398,,,,,
10639,-12683.90918,,,,,
10640,-20918.87891,,,,,
10641,-18831.22852,,,,,
10642,-19415.98438,,,,,
10643,-24709.72656,,,,,
10644,-24760.72461,,,,,
10645,-35844.76563,,,,,
10646,-33206.65234,,,,,
10647,-33616.91406,,,,,
10648,-30912.13867,,,,,
10649,-30899.14063,,,,,
10650,-37836.20313,,,,,
10651,-43004.60547,,,,,
10652,-32674.40039,,,,,
10653,-35758.90234,,,,,
10654,-32875.91016,,,,,
10655,-47307.56641,,,,,
10656,-28016.83984,,,,,
10657,-37378.78516,,,,,
10658,-47708.75,,,,,
10659,-46018.00781,,,,,
10660,-44039.38281,,,,,
10661,-35940.72656,,,,,
10662,-33247.91797,,,,,
10663,-40658.82031,,,,,
10664,-35897.75,,,,,
10665,-39054,,,,,
10666,-44144.98438,,,,,
10667,-36847.70313,,,,,
10668,-38574.98828,,,,,
10669,-51485.24219,,,,,
10670,-44608.44922,,,,,
10671,-41127.625,,,,,
10672,-44053.85547,,,,,
10673,-45938.01953,,,,,
10674,-48713.05859,,,,,
10675,-45471.16016,,,,,
10676,-45914.98047,,,,,
10677,-47307.53516,,,,,
10678,-28724.79688,,,,,
10679,-52618.99219,,,,,
10680,-42649.23438,,,,,
10681,-41372.125,,,,,
10682,-46104.71484,,,,,
10683,-44673.79688,,,,,
10684,-34967.29297,,,,,
10685,-43663.09766,,,,,
10686,-42762.71094,,,,,
10687,-44130.625,,,,,
10688,-40418.13281,,,,,
10689,-36510.17188,,,,,
10690,-35081.35547,,,,,
10691,-44013.44141,,,,,
10692,-33478.71484,,,,,
10693,-37883.79297,,,,,
10694,-30096.13477,,,,,
10695,-42855.26953,,,,,
10696,-26565.43164,,,,,
10697,-29568.56836,,,,,
10698,-40709.42188,,,,,
10699,-42505.64844,,,,,
10700,-27156.51563,,,,,
10701,-23806.51758,,,,,
10702,-36857.41016,,,,,
10703,-30139.3125,,,,,
10704,-38673.50391,,,,,
10705,-19769.49414,,,,,
10706,-23802.3418,,,,,
10707,-32067.24609,,,,,
10708,-23218.85352,,,,,
10709,-21485.28906,,,,,
10710,-12193.33887,,,,,
10711,-20400.61328,,,,,
10712,-23450.78906,,,,,
10713,-21106.81836,,,,,
10714,-16082.71777,,,,,
10715,-8572.425781,,,,,
10716,-11271.56152,,,,,
10717,-15799.08594,,,,,
10718,-15738.74707,,,,,
10719,-8135.419434,,,,,
10720,-20074.87891,,,,,
10721,-9386.370117,,,,,
10722,-3258.748047,,,,,
10723,112.433838,,,,,
10724,-9369.268555,,,,,
10725,1412.803589,,,,,
10726,6977.959473,,,,,
10727,-18562.75781,,,,,
10728,-3365.215088,,,,,
10729,-2353.041016,,,,,
10730,12676.7832,,,,,
10731,6643.307129,,,,,
10732,-4527.203613,,,,,
10733,9826.288086,,,,,
10734,13985.92285,,,,,
10735,16053.06152,,,,,
10736,1606.019775,,,,,
10737,8717.123047,,,,,
10738,18112.42383,,,,,
10739,14358.70313,,,,,
10740,6722.708496,,,,,
10741,23275.6543,,,,,
10742,17604.73242,,,,,
10743,20094.50781,,,,,
10744,23243.48828,,,,,
10745,18643.38867,,,,,
10746,24923.55273,,,,,
10747,24095.88477,,,,,
10748,18509.35742,,,,,
10749,26800.62695,,,,,
10750,26568.05469,,,,,
10751,29167.29883,,,,,
10752,23241.35547,,,,,
10753,28965.49805,,,,,
10754,25676.69727,,,,,
10755,40512.5,,,,,
10756,31669.49219,,,,,
10757,35281.56641,,,,,
10758,30024.14453,,,,,
10759,37038.84766,,,,,
10760,42415.22656,,,,,
10761,39934.26172,,,,,
10762,46487.62891,,,,,
10763,30169.51563,,,,,
10764,50231.37109,,,,,
10765,32075.60547,,,,,
10766,40341.24609,,,,,
10767,40125.10547,,,,,
10768,40395,,,,,
10769,31296.02148,,,,,
10770,34287.42969,,,,,
10771,31637.19336,,,,,
10772,41185.41406,,,,,
10773,44074.55469,,,,,
10774,44348.78125,,,,,
10775,51830.27344,,,,,
10776,42183.44531,,,,,
10777,38488.92969,,,,,
10778,39423.87109,,,,,
10779,36581,,,,,
10780,37082.83594,,,,,
10781,39849.80859,,,,,
10782,46549.19531,,,,,
10783,46692.09375,,,,,
10784,48878.39844,,,,,
10785,43810.66406,,,,,
10786,35744.125,,,,,
10787,54970.73438,,,,,
10788,42466.82813,,,,,
10789,46759.06641,,,,,
10790,40629.29688,,,,,
10791,54483.24609,,,,,
10792,37404.40625,,,,,
10793,30723.50195,,,,,
10794,38629.69531,,,,,
10795,22277.39258,,,,,
10796,50531.46484,,,,,
10797,38727.17969,,,,,
10798,39914.12109,,,,,
10799,27093.60938,,,,,
10800,37140.97266,,,,,
10801,32613.4043,,,,,
10802,43236.78125,,,,,
10803,38893.625,,,,,
10804,23000.11328,,,,,
10805,25859.93555,,,,,
10806,34445.65234,,,,,
10807,37273.77344,,,,,
10808,38424.91797,,,,,
10809,21857.80469,,,,,
10810,39788.18359,,,,,
10811,21401.86914,,,,,
10812,32814.875,,,,,
10813,18790.7168,,,,,
10814,32744.13086,,,,,
10815,30595.23633,,,,,
10816,11417.88281,,,,,
10817,18752.83984,,,,,
10818,16197.14941,,,,,
10819,22454.30664,,,,,
10820,23434.69141,,,,,
10821,18251.8418,,,,,
10822,19155.30664,,,,,
10823,16384.19336,,,,,
10824,13650.97949,,,,,
10825,6519.134277,,,,,
10826,15534.6377,,,,,
10827,15768.64648,,,,,
10828,119.351181,,,,,
10829,11124.85352,,,,,
10830,7672.311523,,,,,
10831,6999.080566,,,,,
10832,3473.736328,,,,,
10833,17836.22461,,,,,
10834,-642.656067,,,,,
10835,-2987.195068,,,,,
10836,-8213.43457,,,,,
10837,-4173.791992,,,,,
10838,-2270.906006,,,,,
10839,-6464.578613,,,,,
10840,-16371.09375,,,,,
10841,-17735.58398,,,,,
10842,-17959.94922,,,,,
10843,-15620.07617,,,,,
10844,-9994.599609,,,,,
10845,-1999.53418,,,,,
10846,-16674.72461,,,,,
10847,-13427.53906,,,,,
10848,-13631.10059,,,,,
10849,-6093.198242,,,,,
10850,-14425.73242,,,,,
10851,-19117.31055,,,,,
10852,-25673.60938,,,,,
10853,-17802.89063,,,,,
10854,-23505.77344,,,,,
10855,-18460.40039,,,,,
10856,-17786.32422,,,,,
10857,-40622.85156,,,,,
10858,-18527.40234,,,,,
10859,-31631.10742,,,,,
10860,-27292.70117,,,,,
10861,-23346.87891,,,,,
10862,-28143.12695,,,,,
10863,-38509.79297,,,,,
10864,-27757.66602,,,,,
10865,-24421.16797,,,,,
10866,-37254.61328,,,,,
10867,-27352.11719,,,,,
10868,-30074.03516,,,,,
10869,-39370.67578,,,,,
10870,-52058.03516,,,,,
10871,-44921.16016,,,,,
10872,-38319.49219,,,,,
10873,-41841.27734,,,,,
10874,-48993.97656,,,,,
10875,-31033.78711,,,,,
10876,-38352.86328,,,,,
10877,-35933.34766,,,,,
10878,-39452.75781,,,,,
10879,-42946.16797,,,,,
10880,-35326.47266,,,,,
10881,-55764.89844,,,,,
10882,-39595.23047,,,,,
10883,-42794.66016,,,,,
10884,-40900.96094,,,,,
10885,-33540.48438,,,,,
10886,-45298.45313,,,,,
10887,-49872.35547,,,,,
10888,-39874.39453,,,,,
10889,-55069.76953,,,,,
10890,-47199.05469,,,,,
10891,-45073.67969,,,,,
10892,-46671.91406,,,,,
10893,-32049.97266,,,,,
10894,-41892.14453,,,,,
10895,-43283.60547,,,,,
10896,-34123.09766,,,,,
10897,-30440.55078,,,,,
10898,-45295.66406,,,,,
10899,-39116.33203,,,,,
10900,-47380.35938,,,,,
10901,-44219.07031,,,,,
10902,-52436.92578,,,,,
10903,-31915.16992,,,,,
10904,-39037.05078,,,,,
10905,-35513.43359,,,,,
10906,-36171.29297,,,,,
10907,-29578.59375,,,,,
10908,-46271.09766,,,,,
10909,-32285.48828,,,,,
10910,-38346.19922,,,,,
10911,-29627.32813,,,,,
10912,-30913.84375,,,,,
10913,-34830.93359,,,,,
10914,-39088.8125,,,,,
10915,-25651.04102,,,,,
10916,-26648.69727,,,,,
10917,-34370.60156,,,,,
10918,-26560.12109,,,,,
10919,-27550.39648,,,,,
10920,-25940.94531,,,,,
10921,-28385.69336,,,,,
10922,-27263.50195,,,,,
10923,-23036.67969,,,,,
10924,-19756.07422,,,,,
10925,-13524.39746,,,,,
10926,-15520.25879,,,,,
10927,-16517.75977,,,,,
10928,-15554.84082,,,,,
10929,-17198.43945,,,,,
10930,-12412.60156,,,,,
10931,-19972.7207,,,,,
10932,-13905.95801,,,,,
10933,-4247.357422,,,,,
10934,-4535.585938,,,,,
10935,-9644.97168,,,,,
10936,-11309.98828,,,,,
10937,2929.231445,,,,,
10938,-2022.185425,,,,,
10939,-2448.161133,,,,,
10940,-3158.746094,,,,,
10941,-4221.574707,,,,,
10942,-5757.837891,,,,,
10943,-14447.28906,,,,,
10944,10182.28125,,,,,
10945,1305.650513,,,,,
10946,1211.054688,,,,,
10947,6610.919922,,,,,
10948,1414.441406,,,,,
10949,9114.338867,,,,,
10950,8987.132812,,,,,
10951,9412.393555,,,,,
10952,-5133.101562,,,,,
10953,4957.708008,,,,,
10954,19418.46094,,,,,
10955,12733.73633,,,,,
10956,13798.09766,,,,,
10957,11820.09375,,,,,
10958,18874.69922,,,,,
10959,13382.44434,,,,,
10960,25340.01367,,,,,
10961,22357.30273,,,,,
10962,25791.45508,,,,,
10963,28583.77344,,,,,
10964,35015.22656,,,,,
10965,20796.16602,,,,,
10966,24499.05859,,,,,
10967,21190.38477,,,,,
10968,26192.0332,,,,,
10969,29905.82227,,,,,
10970,26934.82617,,,,,
10971,31330.57227,,,,,
10972,27394.23438,,,,,
10973,32578.17383,,,,,
10974,49310.4375,,,,,
10975,39790.30859,,,,,
10976,26624.13867,,,,,
10977,24061.9082,,,,,
10978,33645.53906,,,,,
10979,47232.52344,,,,,
10980,40131.32813,,,,,
10981,34059.35938,,,,,
10982,39684.25781,,,,,
10983,44303.83594,,,,,
10984,59386.19141,,,,,
10985,50589.78125,,,,,
10986,41985.49609,,,,,
10987,35420.44531,,,,,
10988,34336.65625,,,,,
10989,32138.26172,,,,,
10990,37249.01953,,,,,
10991,39121.52344,,,,,
10992,53106.90625,,,,,
10993,37126.47656,,,,,
10994,47436.00391,,,,,
10995,44338.48438,,,,,
10996,38622.69531,,,,,
10997,47857.15625,,,,,
10998,52350.67969,,,,,
10999,39177.66406,,,,,
11000,44444.07422,,,,,
11001,35235.06641,,,,,
11002,49618.63281,,,,,
11003,48095.94922,,,,,
11004,27784.61914,,,,,
11005,45519.31641,,,,,
11006,33834.56641,,,,,
11007,45190.70313,,,,,
11008,37253.60156,,,,,
11009,36828.71484,,,,,
11010,45652.33594,,,,,
11011,39417.37891,,,,,
11012,46799.51563,,,,,
11013,26844.68945,,,,,
11014,41530.87109,,,,,
11015,28157.81055,,,,,
11016,48574.13672,,,,,
11017,29177.82422,,,,,
11018,34176.62891,,,,,
11019,29832.08594,,,,,
11020,23257.77539,,,,,
11021,38354.28906,,,,,
11022,29963.32813,,,,,
11023,19434.93359,,,,,
11024,29620.10352,,,,,
11025,26750.00391,,,,,
11026,35962.76953,,,,,
11027,26681.25977,,,,,
11028,29509.4375,,,,,
11029,24851.34766,,,,,
11030,9921.328125,,,,,
11031,17985.2207,,,,,
11032,32805.875,,,,,
11033,20488.63086,,,,,
11034,23230.24805,,,,,
11035,18529.05664,,,,,
11036,18984.88867,,,,,
11037,14084.14356,,,,,
11038,12249.87207,,,,,
11039,18471.87305,,,,,
11040,5798.418945,,,,,
11041,11201.02832,,,,,
11042,14235.03418,,,,,
11043,-2796.084229,,,,,
11044,4905.727539,,,,,
11045,15267.74805,,,,,
11046,14064.15039,,,,,
11047,3563.059326,,,,,
11048,-2093.463379,,,,,
11049,-743.420044,,,,,
11050,932.480774,,,,,
11051,1441.112671,,,,,
11052,-1779.897827,,,,,
11053,5955.015137,,,,,
11054,-4756.311035,,,,,
11055,-13332.68945,,,,,
11056,-8284.072266,,,,,
11057,-12982.7627,,,,,
11058,-6972.656738,,,,,
11059,-14780.89453,,,,,
11060,-15056.98145,,,,,
11061,-22035.79492,,,,,
11062,-21889.75,,,,,
11063,-12180.08496,,,,,
11064,-27519.90234,,,,,
11065,-18718.47266,,,,,
11066,-21930.75781,,,,,
11067,-15667.81445,,,,,
11068,-17146.78711,,,,,
11069,-16887.29492,,,,,
11070,-10872.88184,,,,,
11071,-18573.29297,,,,,
11072,-33545.13281,,,,,
11073,-19977.62891,,,,,
11074,-18774.21484,,,,,
11075,-26751.65039,,,,,
11076,-25863.77148,,,,,
11077,-34263.15625,,,,,
11078,-33459.52734,,,,,
11079,-30842.77148,,,,,
11080,-34864.15234,,,,,
11081,-38136.60156,,,,,
11082,-33825.31641,,,,,
11083,-35692.37109,,,,,
11084,-38962.5625,,,,,
11085,-39068.58594,,,,,
11086,-37846.03516,,,,,
11087,-33853.58984,,,,,
11088,-46592.25391,,,,,
11089,-45683.40625,,,,,
11090,-42546.64063,,,,,
11091,-44497.60156,,,,,
11092,-43464.07422,,,,,
11093,-32128.44922,,,,,
11094,-29612.32617,,,,,
11095,-43593.95703,,,,,
11096,-41534.41016,,,,,
11097,-43194.63281,,,,,
11098,-39893.89063,,,,,
11099,-52198.87109,,,,,
11100,-55103.78516,,,,,
11101,-50363.18359,,,,,
11102,-43539.67188,,,,,
11103,-44783.04297,,,,,
11104,-44191.07422,,,,,
11105,-44939.72656,,,,,
11106,-53167.57813,,,,,
11107,-41318.53125,,,,,
11108,-42981.80469,,,,,
11109,-40994.85547,,,,,
11110,-35889.70313,,,,,
11111,-50544.49609,,,,,
11112,-43544.30859,,,,,
11113,-53496.03125,,,,,
11114,-53608.43359,,,,,
11115,-43415.30078,,,,,
11116,-41392.85547,,,,,
11117,-34064.60547,,,,,
11118,-42590.02734,,,,,
11119,-39798.36328,,,,,
11120,-38461.15234,,,,,
11121,-37542.4375,,,,,
11122,-43220.99609,,,,,
11123,-36002.73828,,,,,
11124,-31033.55664,,,,,
11125,-45883.93359,,,,,
11126,-34851.58984,,,,,
11127,-39803.77734,,,,,
11128,-39535.19531,,,,,
11129,-29021.23438,,,,,
11130,-36523.22266,,,,,
11131,-27733.93359,,,,,
11132,-33942.875,,,,,
11133,-29358.44727,,,,,
11134,-25752.92773,,,,,
11135,-28700.39844,,,,,
11136,-28310.68945,,,,,
11137,-18291.62305,,,,,
11138,-23423.27539,,,,,
11139,-15905.94434,,,,,
11140,-8091.028809,,,,,
11141,-24072.74023,,,,,
11142,-19568.41406,,,,,
11143,-15884.88867,,,,,
11144,-13429.80859,,,,,
11145,-9095.985352,,,,,
11146,-11304.94434,,,,,
11147,-14597.52148,,,,,
11148,-25937.35742,,,,,
11149,-21741.28125,,,,,
11150,-14490.77246,,,,,
11151,-5859.292969,,,,,
11152,-3103.102783,,,,,
11153,-8265.417969,,,,,
11154,-7861.477539,,,,,
11155,-2505.478271,,,,,
11156,-6061.135254,,,,,
11157,-8765.97168,,,,,
11158,3648.865723,,,,,
11159,2055.891357,,,,,
11160,7336.541992,,,,,
11161,2293.513428,,,,,
11162,11666.59375,,,,,
11163,15323.86328,,,,,
11164,7064.732422,,,,,
11165,-870.078918,,,,,
11166,19973.06641,,,,,
11167,7422.450195,,,,,
11168,404.76825,,,,,
11169,20199.35938,,,,,
11170,21844.08984,,,,,
11171,19717.13672,,,,,
11172,24073.25195,,,,,
11173,24204.09766,,,,,
11174,14826.31152,,,,,
11175,25448.64648,,,,,
11176,11597.75391,,,,,
11177,15383.82813,,,,,
11178,24004.32813,,,,,
11179,33424.36328,,,,,
11180,23907.41211,,,,,
11181,29788.97266,,,,,
11182,28560.40234,,,,,
11183,30865.36523,,,,,
11184,24586.3125,,,,,
11185,23939.10547,,,,,
11186,32822.55469,,,,,
11187,22410.7832,,,,,
11188,35915.33594,,,,,
11189,35000.75781,,,,,
11190,41161.02734,,,,,
11191,40553.72266,,,,,
11192,38041.34766,,,,,
11193,42676.49609,,,,,
11194,27311.11523,,,,,
11195,31426.66797,,,,,
11196,41123.23438,,,,,
11197,45776.35938,,,,,
11198,47725.0625,,,,,
11199,26368.71094,,,,,
11200,39590.44531,,,,,
11201,45935.57813,,,,,
11202,49596.69922,,,,,
11203,40960.14063,,,,,
11204,45848.11719,,,,,
11205,39686.17969,,,,,
11206,34260.95703,,,,,
11207,47030.16406,,,,,
11208,52833.11719,,,,,
11209,44782.35547,,,,,
11210,42929.98438,,,,,
11211,44468.80859,,,,,
11212,40806.61719,,,,,
11213,38975.09375,,,,,
11214,41481.14453,,,,,
11215,38609.06641,,,,,
11216,41752.625,,,,,
11217,41560.60547,,,,,
11218,26990.73438,,,,,
11219,39130.84766,,,,,
11220,28775.42188,,,,,
11221,51684.62109,,,,,
11222,40226.68359,,,,,
11223,51340.9375,,,,,
11224,41185.35938,,,,,
11225,33166.41016,,,,,
11226,43189.49609,,,,,
11227,39823.10938,,,,,
11228,48392.66406,,,,,
11229,46450.55078,,,,,
11230,35825.73828,,,,,
11231,36316.67969,,,,,
11232,39376.70703,,,,,
11233,28150.63281,,,,,
11234,22107.36523,,,,,
11235,36756.28906,,,,,
11236,29925.23828,,,,,
11237,31914.25391,,,,,
11238,40860.09766,,,,,
11239,31800.8418,,,,,
11240,32783.39063,,,,,
11241,23781.28711,,,,,
11242,35921.61719,,,,,
11243,28668.13281,,,,,
11244,22293.76563,,,,,
11245,9243.549805,,,,,
11246,23230.58398,,,,,
11247,23315.77734,,,,,
11248,20020.73633,,,,,
11249,25002.33789,,,,,
11250,16343.81152,,,,,
11251,21607.30469,,,,,
11252,9001.308594,,,,,
11253,12386.91602,,,,,
11254,21451.5625,,,,,
11255,20215.31055,,,,,
11256,18174.49023,,,,,
11257,9136.12207,,,,,
11258,-2720.725586,,,,,
11259,6914.737793,,,,,
11260,10077.43945,,,,,
11261,18645.43359,,,,,
11262,7468.950684,,,,,
11263,12716.53516,,,,,
11264,-4073.686279,,,,,
11265,-3600.143555,,,,,
11266,2030.351074,,,,,
11267,8103.642578,,,,,
11268,-1884.798218,,,,,
11269,-306.508728,,,,,
11270,-4241.001953,,,,,
11271,-1682.258789,,,,,
11272,-10207.5957,,,,,
11273,-15768.13086,,,,,
11274,-7631.94043,,,,,
11275,3477.367188,,,,,
11276,-10636.13965,,,,,
11277,-16204.98145,,,,,
11278,-11683.16211,,,,,
11279,-14306.02734,,,,,
11280,-19248.08398,,,,,
11281,-31284.15039,,,,,
11282,-17125.68164,,,,,
11283,-19366.13867,,,,,
11284,-18818.31836,,,,,
11285,-18894.39648,,,,,
11286,-31809.2832,,,,,
11287,-30432.39063,,,,,
11288,-23130.5625,,,,,
11289,-20509.03516,,,,,
11290,-24077.89648,,,,,
11291,-31868.61328,,,,,
11292,-34441.16406,,,,,
11293,-22595.44922,,,,,
11294,-25607.42578,,,,,
11295,-31924.53125,,,,,
11296,-30040.45313,,,,,
11297,-30584.23047,,,,,
11298,-43651.40234,,,,,
11299,-29781.14648,,,,,
11300,-42013.53516,,,,,
11301,-32942.87891,,,,,
11302,-42178.25,,,,,
11303,-38825.92578,,,,,
11304,-36833.375,,,,,
11305,-40936.83594,,,,,
11306,-29630.73047,,,,,
11307,-47340.71484,,,,,
11308,-43667.63281,,,,,
11309,-44931.57422,,,,,
11310,-51804.45313,,,,,
11311,-51483.85938,,,,,
11312,-30076.70508,,,,,
11313,-40991.50391,,,,,
11314,-34104.16016,,,,,
11315,-41846.47266,,,,,
11316,-45658.82031,,,,,
11317,-49752.22266,,,,,
11318,-37168.27344,,,,,
11319,-43096.00781,,,,,
11320,-42585.58203,,,,,
11321,-42934.88672,,,,,
11322,-39199.38281,,,,,
11323,-45141.22266,,,,,
11324,-36683.91406,,,,,
11325,-42505.08984,,,,,
11326,-40120.41797,,,,,
11327,-39038.74219,,,,,
11328,-51050.41797,,,,,
11329,-46431.77734,,,,,
11330,-45284.82813,,,,,
11331,-49920.04688,,,,,
11332,-34277.25391,,,,,
11333,-40779.50781,,,,,
11334,-38147.47656,,,,,
11335,-45930.92188,,,,,
11336,-35225.46094,,,,,
11337,-38963.67578,,,,,
11338,-32416.99219,,,,,
11339,-32756.34375,,,,,
11340,-24456.98438,,,,,
11341,-33008.01563,,,,,
11342,-40447.0625,,,,,
11343,-35987.91016,,,,,
11344,-22791.3457,,,,,
11345,-34634.82813,,,,,
11346,-36207.84766,,,,,
11347,-25458.27148,,,,,
11348,-40448.48828,,,,,
11349,-26054.41797,,,,,
11350,-31992.16992,,,,,
11351,-30553.10156,,,,,
11352,-16329.35059,,,,,
11353,-25201.27539,,,,,
11354,-27450.26563,,,,,
11355,-22141.54688,,,,,
11356,-17279.29492,,,,,
11357,-17526.06836,,,,,
11358,-24676.12891,,,,,
11359,-15343.66602,,,,,
11360,-13866.03711,,,,,
11361,-24466.66406,,,,,
11362,-13345.68945,,,,,
11363,-13123.14453,,,,,
11364,-19446.68945,,,,,
11365,-7324.942871,,,,,
11366,2248.352783,,,,,
11367,-11695.3584,,,,,
11368,-4476.549805,,,,,
11369,2463.839355,,,,,
11370,3158.79834,,,,,
11371,35.391315,,,,,
11372,-7133.599121,,,,,
11373,4604.720215,,,,,
11374,5396.680176,,,,,
11375,4516.397949,,,,,
11376,-5475.842773,,,,,
11377,8144.063477,,,,,
11378,13766.7041,,,,,
11379,2378.513672,,,,,
11380,6701.77832,,,,,
11381,14145.27148,,,,,
11382,6581.058105,,,,,
11383,7289.251465,,,,,
11384,17999.38477,,,,,
11385,15278.45996,,,,,
11386,25602.12305,,,,,
11387,8888.854492,,,,,
11388,11059.65625,,,,,
11389,16557.86328,,,,,
11390,26874.42969,,,,,
11391,16561.76367,,,,,
11392,13110.89746,,,,,
11393,15895.12598,,,,,
11394,19809.80859,,,,,
11395,16902.54688,,,,,
11396,23886.01367,,,,,
11397,23227.5625,,,,,
11398,38787.20703,,,,,
11399,26368.42383,,,,,
11400,35897.25,,,,,
11401,17848.88672,,,,,
11402,39113.55859,,,,,
11403,24620.75391,,,,,
11404,31001.64648,,,,,
11405,32860.48438,,,,,
11406,30001.9707,,,,,
11407,40876.97656,,,,,
11408,40765.37109,,,,,
11409,33458.25391,,,,,
11410,26686.34961,,,,,
11411,33466.86719,,,,,
11412,34196.65625,,,,,
11413,58366.125,,,,,
11414,44674.80469,,,,,
11415,40651.75,,,,,
11416,32117.74023,,,,,
11417,46658.02734,,,,,
11418,44104.30078,,,,,
11419,29778.00391,,,,,
11420,41603.26172,,,,,
11421,42051.30078,,,,,
11422,39358.91406,,,,,
11423,34817.39063,,,,,
11424,47156.40234,,,,,
11425,45546.5,,,,,
11426,49939.98828,,,,,
11427,52231.92188,,,,,
11428,39925.84766,,,,,
11429,29830.47656,,,,,
11430,39390.42578,,,,,
11431,44988.8125,,,,,
11432,34245.30859,,,,,
11433,41544.35547,,,,,
11434,36033.87109,,,,,
11435,36923.82031,,,,,
11436,39831.69531,,,,,
11437,40097.26563,,,,,
11438,36927.49609,,,,,
11439,49868.51563,,,,,
11440,33947.33203,,,,,
11441,38866.83203,,,,,
11442,41269.53516,,,,,
11443,37750.98828,,,,,
11444,38877.83594,,,,,
11445,38929.38281,,,,,
11446,45537.55469,,,,,
11447,29808.61523,,,,,
11448,31036.18359,,,,,
11449,34130.26563,,,,,
11450,32560.37891,,,,,
11451,24261.88281,,,,,
11452,31848.62891,,,,,
11453,25445.46094,,,,,
11454,38222.625,,,,,
11455,27668.87695,,,,,
11456,33320.98438,,,,,
11457,21154.62695,,,,,
11458,28036.34375,,,,,
11459,31191.98828,,,,,
11460,26128.49023,,,,,
11461,23002.9668,,,,,
11462,26402.79102,,,,,
11463,11257.21289,,,,,
11464,23228.5625,,,,,
11465,17599.00586,,,,,
11466,17878.42188,,,,,
11467,21082.62695,,,,,
11468,18042.3125,,,,,
11469,714.840881,,,,,
11470,14183.21973,,,,,
11471,18268.71289,,,,,
11472,10372.92773,,,,,
11473,12924.89063,,,,,
