Threads,Peak Performance (Mega Adds Per Second), Average Performance (Mega Adds Per Second),,,,
16463,-33640.05469,,,,,
16464,-23164.8457,,,,,
16465,-29021.03711,,,,,
16466,-19276.80664,,,,,
16467,-31635.63672,,,,,
16468,-27930.57813,,,,,
16469,-27301.12305,,,,,
16470,-33026.71875,,,,,
16471,-41310.95703,,,,,
16472,-32491.74805,,,,,
16473,-41352.45703,,,,,
16474,-41917.40625,,,,,
16475,-44479.41406,,,,,
16476,-29899.47266,,,,,
16477,-44170.30859,,,,,
16478,-42610.22656,,,,,
16479,-29539.36719,,,,,
16480,-48118.48828,,,,,
16481,-38908.97656,,,,,
16482,-35427.70313,,,,,
16483,-45111.03125,,,,,
16484,-36362.89453,,,,,
16485,-38388.20703,,,,,
16486,-52340.09375,,,,,
16487,-34013.70313,,,,,
16488,-36157.34766,,,,,
16489,-36992.15625,,,,,
16490,-39040.40234,,,,,
16491,-44231.25,,,,,
16492,-40739.85156,,,,,
16493,-34308.03516,,,,,
16494,-48521.26953,,,,,
16495,-50088.75391,,,,,
16496,-41961.21484,,,,,
16497,-50968.67969,,,,,
16498,-46471.34375,,,,,
16499,-38367.10156,,,,,
16500,-45334.70703,,,,,
16501,-33298.54297,,,,,
16502,-44797.05859,,,,,
16503,-35742.94922,,,,,
16504,-26908.79102,,,,,
16505,-42978.77344,,,,,
16506,-32558.38086,,,,,
16507,-28400.9707,,,,,
16508,-36231.48438,,,,,
16509,-40291.91016,,,,,
16510,-40792.10547,,,,,
16511,-47065.70703,,,,,
16512,-33626.09375,,,,,
16513,-34582.35547,,,,,
16514,-20052.07227,,,,,
16515,-44240.96094,,,,,
16516,-32568.05859,,,,,
16517,-31011.83594,,,,,
16518,-32002.86328,,,,,
16519,-29909.66211,,,,,
16520,-20808.19336,,,,,
16521,-28256.22656,,,,,
16522,-36666.84375,,,,,
16523,-24384.47656,,,,,
16524,-34950.84766,,,,,
16525,-24451.35156,,,,,
16526,-23697.62109,,,,,
16527,-20893.38867,,,,,
16528,-23940.81445,,,,,
16529,-12877.2041,,,,,
16530,-9740.177734,,,,,
16531,-13129.17969,,,,,
16532,-11638.53613,,,,,
16533,-16048.14746,,,,,
16534,-14173.97168,,,,,
16535,-12220.89551,,,,,
16536,-15827.9502,,,,,
16537,-15935.95313,,,,,
16538,-4319.321777,,,,,
16539,-9546.821289,,,,,
16540,-6330.676758,,,,,
16541,-12133.73242,,,,,
16542,2480.682373,,,,,
16543,-6512.467285,,,,,
16544,-872.662598,,,,,
16545,-2084.997803,,,,,
16546,-1394.330322,,,,,
16547,10184.21191,,,,,
16548,-3819.051514,,,,,
16549,1850.429565,,,,,
16550,9548.298828,,,,,
16551,-139.077408,,,,,
16552,5739.074219,,,,,
16553,2030.098267,,,,,
16554,2195.209229,,,,,
16555,7776.397949,,,,,
16556,25989.49805,,,,,
16557,14980.98926,,,,,
16558,13961.73438,,,,,
16559,8298.415039,,,,,
16560,1734.177979,,,,,
16561,25413.05078,,,,,
16562,16047.86914,,,,,
16563,21474.4043,,,,,
16564,15036.3457,,,,,
16565,17204.97266,,,,,
16566,24007.41992,,,,,
16567,17171.89063,,,,,
16568,28552.88281,,,,,
16569,10432.52344,,,,,
16570,27507.71094,,,,,
16571,29461.88672,,,,,
16572,30640.49023,,,,,
16573,19990.67578,,,,,
16574,43233.52734,,,,,
16575,26544.89453,,,,,
16576,28820.74609,,,,,
16577,29302.93945,,,,,
16578,30460.85156,,,,,
16579,31879.5332,,,,,
16580,29103.59766,,,,,
16581,38479.23047,,,,,
16582,24291.3457,,,,,
16583,38784.43359,,,,,
16584,23879.51563,,,,,
16585,33056.0625,,,,,
16586,40088.22656,,,,,
16587,34126.29297,,,,,
16588,28920.1582,,,,,
16589,38687.63672,,,,,
16590,35440.33984,,,,,
16591,42696.48047,,,,,
16592,31913.46875,,,,,
16593,43727.10938,,,,,
16594,31581.37305,,,,,
16595,39255.08594,,,,,
16596,43412.45313,,,,,
16597,30449.36133,,,,,
16598,40562.75781,,,,,
16599,41625.17969,,,,,
16600,41626.53906,,,,,
16601,49594.58984,,,,,
16602,35466.84766,,,,,
16603,36603.76563,,,,,
16604,44043.48047,,,,,
16605,38911.95313,,,,,
16606,40128.69531,,,,,
16607,40465.55078,,,,,
16608,39481.23047,,,,,
16609,43027.82813,,,,,
16610,35713.49609,,,,,
16611,45553.15625,,,,,
16612,22488.55078,,,,,
16613,27897.39453,,,,,
16614,34250.73828,,,,,
16615,32491.29297,,,,,
16616,39844.75,,,,,
16617,36268.69922,,,,,
16618,47663.89844,,,,,
16619,31943.21094,,,,,
16620,36883.88281,,,,,
16621,27945.56055,,,,,
16622,34581.16016,,,,,
16623,30898.89648,,,,,
16624,34265.41016,,,,,
16625,32203.34766,,,,,
16626,28360.10352,,,,,
16627,35798.1875,,,,,
16628,22695.46094,,,,,
16629,19874.52148,,,,,
16630,28644.28711,,,,,
16631,27489.16602,,,,,
16632,29831.49414,,,,,
16633,31876.5918,,,,,
16634,18921.5625,,,,,
16635,25662.44531,,,,,
16636,27713.23047,,,,,
16637,15537.84766,,,,,
16638,22567.8125,,,,,
16639,18377.94336,,,,,
16640,18412.91797,,,,,
16641,13366.82422,,,,,
16642,9747.891602,,,,,
16643,7322.321289,,,,,
16644,6771.412109,,,,,
16645,18943.68555,,,,,
16646,-5583.450195,,,,,
16647,2828.877441,,,,,
16648,11845.0293,,,,,
16649,9211.762695,,,,,
16650,-352.200043,,,,,
16651,22639.80078,,,,,
16652,-11327.75488,,,,,
16653,-5507.829102,,,,,
16654,-7138.225586,,,,,
16655,5167.227051,,,,,
16656,3898.941406,,,,,
16657,-4027.467773,,,,,
16658,-11996.81836,,,,,
16659,-14953.65137,,,,,
16660,-17951.98047,,,,,
16661,-16271.00293,,,,,
16662,-5497.474609,,,,,
16663,-14350.25391,,,,,
16664,-16035.99707,,,,,
16665,-18352.06445,,,,,
16666,-15224.59375,,,,,
16667,-7610.754883,,,,,
16668,-4315.239258,,,,,
16669,-15637.26367,,,,,
16670,-22686.02734,,,,,
16671,-16881.16211,,,,,
16672,-23885.07813,,,,,
16673,-23260.42383,,,,,
16674,-26682.14453,,,,,
16675,-22148.78906,,,,,
16676,-21406.59375,,,,,
16677,-20037.64453,,,,,
16678,-30820.37695,,,,,
16679,-24545.44336,,,,,
16680,-23298.73438,,,,,
16681,-26414.83008,,,,,
16682,-33551.77344,,,,,
16683,-27884.07031,,,,,
16684,-27574.73828,,,,,
16685,-32901.39844,,,,,
16686,-42236.79688,,,,,
16687,-47012.95703,,,,,
16688,-38681.93359,,,,,
16689,-33884.40625,,,,,
16690,-26775.03906,,,,,
16691,-48231.4375,,,,,
16692,-40039.51563,,,,,
16693,-38074.77734,,,,,
16694,-35585.71875,,,,,
16695,-42274.08203,,,,,
16696,-36898.51172,,,,,
16697,-40371.57813,,,,,
16698,-46900.30859,,,,,
16699,-45351.69141,,,,,
16700,-47404.64844,,,,,
16701,-43410.95313,,,,,
16702,-44151.79297,,,,,
16703,-45074.34766,,,,,
16704,-39781.01172,,,,,
16705,-42767.23438,,,,,
16706,-37329.97266,,,,,
16707,-44632.39844,,,,,
16708,-41866.90234,,,,,
16709,-31683.62305,,,,,
16710,-47315.90234,,,,,
16711,-43880.76953,,,,,
16712,-34817.57422,,,,,
16713,-39500.72266,,,,,
16714,-38803.85156,,,,,
16715,-34194.73047,,,,,
16716,-31855.58984,,,,,
16717,-40749.39453,,,,,
16718,-43393.31641,,,,,
16719,-38448.39063,,,,,
16720,-38698.82422,,,,,
16721,-43209.15234,,,,,
16722,-43031.03125,,,,,
16723,-28356.2832,,,,,
16724,-32993.14844,,,,,
16725,-35256.95313,,,,,
16726,-41274.10156,,,,,
16727,-32429.92188,,,,,
16728,-27474.37109,,,,,
16729,-34405.85938,,,,,
16730,-27753.60742,,,,,
16731,-35856.62109,,,,,
16732,-38166.5,,,,,
16733,-20856.89063,,,,,
16734,-30574.29688,,,,,
16735,-31213.25391,,,,,
16736,-24967.24219,,,,,
16737,-22137.5625,,,,,
16738,-20299.57617,,,,,
16739,-15016.49414,,,,,
16740,-23489.02539,,,,,
16741,-14512.36816,,,,,
16742,-16847.36133,,,,,
16743,-26229.72852,,,,,
16744,-18993.73633,,,,,
16745,-19533.76758,,,,,
16746,-21754.32227,,,,,
16747,-14243.63672,,,,,
16748,-7698.575195,,,,,
16749,-17979.96094,,,,,
16750,-15341.69824,,,,,
16751,-15630.74219,,,,,
16752,-13566.08203,,,,,
16753,-195.769196,,,,,
16754,-3991.675293,,,,,
16755,-10624.93457,,,,,
16756,-6689.446777,,,,,
16757,-7355.857422,,,,,
16758,-1624.693848,,,,,
16759,-3881.368408,,,,,
16760,-5768.068359,,,,,
16761,-8568.693359,,,,,
16762,6003.730469,,,,,
16763,3090.345947,,,,,
16764,2685.076904,,,,,
16765,10320.65527,,,,,
16766,9725.648438,,,,,
16767,9433.646484,,,,,
16768,8862.584961,,,,,
16769,4740.804688,,,,,
16770,16321.46875,,,,,
16771,6535.986328,,,,,
16772,15257.90137,,,,,
16773,19194.92188,,,,,
16774,15430.70117,,,,,
16775,29603.49609,,,,,
16776,17235.15625,,,,,
16777,17408.73047,,,,,
16778,20274.46094,,,,,
16779,30591.01367,,,,,
16780,9643.014648,,,,,
16781,26369.14648,,,,,
16782,26174.36914,,,,,
16783,25777.32227,,,,,
16784,28686.86328,,,,,
16785,22413.68945,,,,,
16786,21609.70898,,,,,
16787,27770.26367,,,,,
16788,21649.42969,,,,,
16789,24304.81445,,,,,
16790,19112.96484,,,,,
16791,38701.53125,,,,,
16792,30726.60742,,,,,
16793,33806.87109,,,,,
16794,38704.91797,,,,,
16795,41089.54688,,,,,
16796,26328.80273,,,,,
16797,36681.8125,,,,,
16798,41371.85156,,,,,
16799,32877.9375,,,,,
16800,40145.375,,,,,
16801,44988.89453,,,,,
16802,34499.39063,,,,,
16803,33687.94922,,,,,
16804,30025.83789,,,,,
16805,34888.73828,,,,,
16806,38112.54688,,,,,
16807,32648.41992,,,,,
16808,33036.43359,,,,,
16809,39801.86719,,,,,
16810,33856.21484,,,,,
16811,39579.92188,,,,,
16812,43945.82031,,,,,
16813,45502.71484,,,,,
16814,32698,,,,,
16815,47057.72656,,,,,
16816,48872.81641,,,,,
16817,51052.09766,,,,,
16818,50339.44531,,,,,
16819,39785.48438,,,,,
16820,36456.58594,,,,,
16821,40299.51563,,,,,
16822,44157.76563,,,,,
16823,42510.07031,,,,,
16824,37173.12891,,,,,
16825,43644.34375,,,,,
16826,41355.18359,,,,,
16827,39754.5,,,,,
16828,30114.375,,,,,
16829,29119.4375,,,,,
16830,33230.03906,,,,,
16831,47944.28516,,,,,
16832,35372.67969,,,,,
16833,34604.15625,,,,,
16834,34882.51563,,,,,
16835,30652.77539,,,,,
16836,31078.76953,,,,,
16837,35312.75781,,,,,
16838,28575.26367,,,,,
16839,42639.02734,,,,,
16840,38398.55078,,,,,
16841,17877.48438,,,,,
16842,45449.875,,,,,
16843,35537.23828,,,,,
16844,34434.51563,,,,,
16845,17450.99023,,,,,
16846,28539.0957,,,,,
16847,9894.006836,,,,,
16848,23534.01367,,,,,
16849,24993.89648,,,,,
16850,26019.3457,,,,,
16851,21623.31445,,,,,
16852,22939.73633,,,,,
16853,18211.375,,,,,
16854,9627.782227,,,,,
16855,12565.74121,,,,,
16856,12562.8584,,,,,
16857,6700.655762,,,,,
16858,7667.029785,,,,,
16859,8845.792969,,,,,
16860,14071.60742,,,,,
16861,6408.888184,,,,,
16862,4047.315918,,,,,
16863,14414.55078,,,,,
16864,6047.614258,,,,,
16865,10914.29883,,,,,
16866,1203.174438,,,,,
16867,1264.658691,,,,,
16868,1945.587036,,,,,
16869,-1153.071411,,,,,
16870,-4405.327148,,,,,
16871,-13761.80859,,,,,
16872,5959.785156,,,,,
16873,-12167.00195,,,,,
16874,-11900.08594,,,,,
16875,-5892.572754,,,,,
16876,-9484.904297,,,,,
16877,-15656.14453,,,,,
16878,-9661.775391,,,,,
16879,-8045.584473,,,,,
16880,-9162.326172,,,,,
16881,-18929.41211,,,,,
16882,-5058.211426,,,,,
16883,-22610.61133,,,,,
16884,-17591.05273,,,,,
16885,-22710.23438,,,,,
16886,-10755.17383,,,,,
16887,-19089.28516,,,,,
16888,-20527.57422,,,,,
16889,-14678.15332,,,,,
16890,-14963.07715,,,,,
16891,-25587.90625,,,,,
16892,-25914.16406,,,,,
16893,-34246.66406,,,,,
16894,-35167.51172,,,,,
16895,-22279.5332,,,,,
16896,-39981.33594,,,,,
16897,-29773.53711,,,,,
16898,-35802.17188,,,,,
16899,-32313.63867,,,,,
16900,-26175.31836,,,,,
16901,-39672.63672,,,,,
16902,-26500.47852,,,,,
16903,-35514.36328,,,,,
16904,-30639.86914,,,,,
16905,-42524.30078,,,,,
16906,-31241.57031,,,,,
16907,-45764.03125,,,,,
16908,-49068.56641,,,,,
16909,-34647.96484,,,,,
16910,-44264.10938,,,,,
16911,-44140.36719,,,,,
16912,-29812.54688,,,,,
16913,-40988.26172,,,,,
16914,-35899.92969,,,,,
16915,-40886.63281,,,,,
16916,-42642.35938,,,,,
16917,-51880.84766,,,,,
16918,-36060.08984,,,,,
16919,-40615.41016,,,,,
16920,-36148.63281,,,,,
16921,-42262.38281,,,,,
16922,-35397.94141,,,,,
16923,-45033.54688,,,,,
16924,-42027.33984,,,,,
16925,-55514.81641,,,,,
16926,-45667.04297,,,,,
16927,-41117.64453,,,,,
16928,-36842.0625,,,,,
16929,-32108.98047,,,,,
16930,-26426.73047,,,,,
16931,-45127.25391,,,,,
16932,-43335.08594,,,,,
16933,-40456.28516,,,,,
16934,-50401.57813,,,,,
16935,-35820.05078,,,,,
16936,-35758.69531,,,,,
16937,-35434.67578,,,,,
16938,-37963.49219,,,,,
16939,-38280,,,,,
16940,-50366.82813,,,,,
16941,-39381.10547,,,,,
16942,-45662.35938,,,,,
16943,-30455.30859,,,,,
16944,-37473.83984,,,,,
16945,-46433.75781,,,,,
16946,-31630.83984,,,,,
16947,-39432.35547,,,,,
16948,-23889.13477,,,,,
16949,-38854.81641,,,,,
16950,-40460.46484,,,,,
16951,-27762.11133,,,,,
16952,-28400.41797,,,,,
16953,-20702.16797,,,,,
16954,-37518.39844,,,,,
16955,-27255.51172,,,,,
16956,-23621.84766,,,,,
16957,-19844.35938,,,,,
16958,-16145.20996,,,,,
16959,-25746.74609,,,,,
16960,-17534.57031,,,,,
16961,-24029.47461,,,,,
16962,-14638.32422,,,,,
16963,-34490.29297,,,,,
16964,-27893.77344,,,,,
16965,-18454.73047,,,,,
16966,-12561.88086,,,,,
16967,-7328.064453,,,,,
16968,-9370.56543,,,,,
16969,-4624.769531,,,,,
16970,1654.434448,,,,,
16971,-1692.171387,,,,,
16972,-6425.260742,,,,,
16973,-8993.067383,,,,,
16974,-8595.935547,,,,,
16975,-10540.80176,,,,,
16976,-9617.493164,,,,,
16977,-3900.472412,,,,,
16978,1029.038574,,,,,
16979,-4170.253906,,,,,
16980,9537.533203,,,,,
16981,3374.20752,,,,,
16982,12691.65332,,,,,
16983,-7090.698242,,,,,
16984,10801.04688,,,,,
16985,15578.10156,,,,,
16986,4667.139648,,,,,
16987,15969.56445,,,,,
16988,22154.25977,,,,,
16989,14977.78125,,,,,
16990,23764.01758,,,,,
16991,5080.775879,,,,,
16992,22618.9707,,,,,
16993,12630.61523,,,,,
16994,27253.97852,,,,,
16995,27589.1543,,,,,
16996,24177.75977,,,,,
16997,19004.64258,,,,,
16998,18838.58203,,,,,
16999,22579.21875,,,,,
17000,25539.75,,,,,
17001,23842.54492,,,,,
17002,20482.44727,,,,,
17003,29184.61328,,,,,
17004,21421.7832,,,,,
17005,32193.0332,,,,,
17006,35175.33594,,,,,
17007,29116.38867,,,,,
17008,26501.38086,,,,,
17009,32839.4375,,,,,
17010,43912.76953,,,,,
17011,45214.30859,,,,,
17012,34841.67578,,,,,
17013,41889.02734,,,,,
17014,36091.9375,,,,,
17015,38077.82422,,,,,
17016,40074.38672,,,,,
17017,43686.28516,,,,,
17018,41241.53516,,,,,
17019,32095.40625,,,,,
17020,34994.48047,,,,,
17021,39961.00391,,,,,
17022,34119.72266,,,,,
17023,38135.28516,,,,,
17024,37787.64453,,,,,
17025,33114.39063,,,,,
17026,39782.90625,,,,,
17027,47849.02344,,,,,
17028,46695.67578,,,,,
17029,40138.37109,,,,,
17030,50056.66406,,,,,
17031,36150.6875,,,,,
17032,43509.68359,,,,,
17033,32587.60742,,,,,
17034,41902.86328,,,,,
17035,38462.92578,,,,,
17036,41648.03906,,,,,
17037,41272.51563,,,,,
17038,44270.60547,,,,,
17039,43151.01953,,,,,
17040,45537.99219,,,,,
17041,39813.32422,,,,,
17042,30811.11133,,,,,
17043,34766.00781,,,,,
17044,35608.49219,,,,,
17045,36150.69922,,,,,
17046,48231.60547,,,,,
17047,34379.62891,,,,,
17048,48756.70703,,,,,
17049,31499.36328,,,,,
17050,24627.08008,,,,,
17051,32217.50781,,,,,
17052,39758.97656,,,,,
17053,37454.68359,,,,,
17054,34603.21484,,,,,
17055,29709.70508,,,,,
17056,33960.82031,,,,,
17057,28026.76953,,,,,
17058,29011.3418,,,,,
17059,22160.5332,,,,,
17060,29872.18945,,,,,
17061,28785.57422,,,,,
17062,39340.64844,,,,,
17063,22453.50195,,,,,
17064,21466.69141,,,,,
17065,19332.71875,,,,,
17066,18931.11133,,,,,
17067,15880.02832,,,,,
17068,25148.24414,,,,,
17069,28055.95703,,,,,
17070,14833.31348,,,,,
17071,28201.39258,,,,,
17072,17089.07227,,,,,
17073,9649.503906,,,,,
17074,184.435425,,,,,
17075,9284.394531,,,,,
17076,7033.001465,,,,,
17077,11742.1582,,,,,
17078,1772.834229,,,,,
17079,8116.252441,,,,,
17080,4241.46582,,,,,
17081,1460.823853,,,,,
17082,-4543.543945,,,,,
17083,-2156.283447,,,,,
17084,767.142456,,,,,
17085,3844.203125,,,,,
17086,5656.078125,,,,,
17087,-8425.862305,,,,,
17088,-6419.407227,,,,,
17089,-9845.914062,,,,,
17090,-13696.13281,,,,,
17091,-11263.0166,,,,,
17092,-10780.63965,,,,,
17093,-11444.70606,,,,,
17094,-19810.42969,,,,,
17095,-9921.023438,,,,,
17096,-15078.05957,,,,,
17097,-16930.63086,,,,,
17098,-14224.89063,,,,,
17099,-7256.988281,,,,,
17100,-15572.51367,,,,,
17101,-29180.10156,,,,,
17102,-17175.10156,,,,,
17103,-26674.5957,,,,,
17104,-28248.27344,,,,,
17105,-24792.25977,,,,,
17106,-29514.36914,,,,,
17107,-23019.88086,,,,,
17108,-24801.22461,,,,,
17109,-34410.46484,,,,,
17110,-23722.10547,,,,,
17111,-32989.02344,,,,,
17112,-25673.35352,,,,,
17113,-25289.25195,,,,,
17114,-25876.33008,,,,,
17115,-25320.87109,,,,,
17116,-40944.26953,,,,,
17117,-32045.41016,,,,,
17118,-26177.39648,,,,,
17119,-34753.46484,,,,,
17120,-47133.08594,,,,,
17121,-45010.92578,,,,,
17122,-37558.97656,,,,,
17123,-36015.42578,,,,,
17124,-45096.10156,,,,,
17125,-35211.86328,,,,,
17126,-45863.51172,,,,,
17127,-32077.46289,,,,,
17128,-35537.28906,,,,,
17129,-38258.48047,,,,,
17130,-40771.42969,,,,,
17131,-38515.80078,,,,,
17132,-43182.55078,,,,,
17133,-37643.56641,,,,,
17134,-36792.37109,,,,,
17135,-27140.14648,,,,,
17136,-50349.09766,,,,,
17137,-45755.33984,,,,,
17138,-44828.43359,,,,,
17139,-34165.55469,,,,,
17140,-40079.40625,,,,,
17141,-36255.25,,,,,
17142,-40425.32422,,,,,
17143,-30660.22852,,,,,
17144,-38895.07422,,,,,
17145,-34114.54688,,,,,
17146,-47008.00391,,,,,
17147,-42188.63672,,,,,
17148,-38528.22656,,,,,
17149,-27587.36133,,,,,
17150,-32570.58203,,,,,
17151,-47056.17969,,,,,
17152,-41759.05859,,,,,
17153,-47619.42188,,,,,
17154,-39324.85547,,,,,
17155,-38723.71875,,,,,
17156,-36606.65234,,,,,
17157,-26416.4707,,,,,
17158,-36633.27344,,,,,
17159,-27921.37109,,,,,
17160,-31403.63086,,,,,
17161,-42083.40625,,,,,
17162,-30989.76172,,,,,
17163,-34842.89063,,,,,
17164,-22422.61719,,,,,
17165,-22134.5,,,,,
17166,-37752.28516,,,,,
17167,-17451.33594,,,,,
17168,-29593.63281,,,,,
17169,-7224.223145,,,,,
17170,-33852.80859,,,,,
17171,-26499.74609,,,,,
17172,-19723.13477,,,,,
17173,-28453.97266,,,,,
17174,-29137.42773,,,,,
17175,-22970.39453,,,,,
17176,-19659.00391,,,,,
17177,-8507.842773,,,,,
17178,-10170.34766,,,,,
17179,-20816.86719,,,,,
17180,-23360.36523,,,,,
17181,-18977.72852,,,,,
17182,-10272.70801,,,,,
17183,-3414.21582,,,,,
17184,-7026.477539,,,,,
17185,-17018.36133,,,,,
17186,-5987.34375,,,,,
17187,-3568.654053,,,,,
17188,-2241.869141,,,,,
17189,-2715.959229,,,,,
17190,7644.637695,,,,,
17191,918.218445,,,,,
17192,-1727.772705,,,,,
17193,-2647.505859,,,,,
17194,-4077.548828,,,,,
17195,1868.220215,,,,,
17196,12502.27441,,,,,
17197,7825.907227,,,,,
17198,-518.281311,,,,,
17199,5754.731445,,,,,
17200,-636.951721,,,,,
17201,10006.67481,,,,,
17202,11206.37891,,,,,
17203,-200.463791,,,,,
17204,4932.494141,,,,,
17205,19339.85352,,,,,
17206,22411.46484,,,,,
17207,23156.06055,,,,,
17208,21643.47656,,,,,
17209,16727.23633,,,,,
17210,17761.24219,,,,,
17211,16148.42481,,,,,
17212,24432.77539,,,,,
17213,19363.98242,,,,,
17214,33414.5,,,,,
17215,27116.69531,,,,,
17216,26833.70117,,,,,
17217,21276.00195,,,,,
17218,30625.26953,,,,,
17219,27739.68945,,,,,
17220,31052.24023,,,,,
17221,35037.01172,,,,,
17222,29604.54102,,,,,
17223,33977.47266,,,,,
17224,22249.81836,,,,,
17225,20575.49219,,,,,
17226,34835.69531,,,,,
17227,22386.80078,,,,,
17228,35798.05078,,,,,
17229,35162.98828,,,,,
17230,35847.67188,,,,,
17231,36071.48438,,,,,
17232,30442.18555,,,,,
17233,46060.07813,,,,,
17234,35272.54688,,,,,
17235,49758.83594,,,,,
17236,37100.83594,,,,,
17237,34248.07813,,,,,
17238,34310.85938,,,,,
17239,33548.72656,,,,,
17240,31244.18555,,,,,
17241,44775.28906,,,,,
17242,38920.17578,,,,,
17243,34532.60547,,,,,
17244,43342.5625,,,,,
17245,38492.12109,,,,,
17246,49224.44922,,,,,
17247,41576.61719,,,,,
17248,38874.66016,,,,,
17249,39495.45313,,,,,
17250,55192.38672,,,,,
17251,39845.28516,,,,,
17252,35513.29297,,,,,
17253,34065.82422,,,,,
17254,35956.59766,,,,,
17255,49814.46484,,,,,
17256,37235.60938,,,,,
17257,38683.91406,,,,,
17258,33580.83203,,,,,
17259,34285.08203,,,,,
17260,42744.84375,,,,,
17261,27162.58789,,,,,
17262,46421.90625,,,,,
17263,45777.51172,,,,,
17264,43670.89844,,,,,
17265,44130.15625,,,,,
17266,30336.92188,,,,,
17267,41295.01563,,,,,
17268,30866.16992,,,,,
17269,29924.57422,,,,,
17270,38037.07422,,,,,
17271,27390.25977,,,,,
17272,36988.67188,,,,,
17273,30535.9082,,,,,
17274,33088.33594,,,,,
17275,25947.69336,,,,,
17276,25129.14844,,,,,
17277,34332.29688,,,,,
17278,21156.06641,,,,,
17279,25304.00781,,,,,
17280,24696.75195,,,,,
17281,18894.16992,,,,,
17282,28827.97656,,,,,
17283,21067.10938,,,,,
17284,19948.73633,,,,,
17285,21103.46484,,,,,
17286,15098.12891,,,,,
17287,16090.96094,,,,,
17288,20811.67188,,,,,
17289,14885.62012,,,,,
17290,10719.4707,,,,,
17291,8579.620117,,,,,
17292,19605.43555,,,,,
17293,538.64679,,,,,
17294,-917.606262,,,,,
17295,1686.794189,,,,,
17296,4648.031738,,,,,
17297,-7815.708984,,,,,
17298,6050.380371,,,,,
17299,-327.133362,,,,,
17300,5137.678711,,,,,
17301,-5992.950195,,,,,
17302,-2567.772217,,,,,
17303,-8596.333984,,,,,
17304,-7476.458496,,,,,
17305,-9764.144531,,,,,
17306,-4292.435547,,,,,
17307,-8753.332031,,,,,
17308,-13421.80273,,,,,
17309,-9699.112305,,,,,
17310,-11791.50586,,,,,
17311,-8577.416016,,,,,
17312,-12635.00977,,,,,
17313,-15827.76758,,,,,
17314,-15065.2793,,,,,
17315,-27669.45313,,,,,
17316,-21587.58398,,,,,
17317,-18014.00195,,,,,
17318,-25343.41016,,,,,
17319,-17238.25781,,,,,
17320,-30084.36133,,,,,
17321,-13032.91016,,,,,
17322,-25856.08594,,,,,
17323,-36106.53125,,,,,
17324,-36759.32422,,,,,
17325,-17932.66406,,,,,
17326,-35330.91406,,,,,
17327,-24826.10742,,,,,
17328,-23868.55664,,,,,
17329,-31469.61914,,,,,
17330,-31496.82422,,,,,
17331,-32266.01563,,,,,
17332,-30726.23828,,,,,
17333,-40452.65234,,,,,
17334,-31003.13477,,,,,
17335,-37210.03906,,,,,
17336,-34894.875,,,,,
17337,-42390.37891,,,,,
17338,-48266.82422,,,,,
17339,-39741.85156,,,,,
17340,-40788.64453,,,,,
17341,-35053.95313,,,,,
17342,-35307.81641,,,,,
17343,-40461.97656,,,,,
17344,-52159.62109,,,,,
17345,-42455.64844,,,,,
17346,-33322.80078,,,,,
17347,-42820.96875,,,,,
17348,-41927.40625,,,,,
17349,-46636.97266,,,,,
17350,-43951.21484,,,,,
17351,-46659.57031,,,,,
17352,-47278.18359,,,,,
17353,-51874.59766,,,,,
17354,-41615.65234,,,,,
17355,-42352.08594,,,,,
17356,-28104.50781,,,,,
17357,-52379.23828,,,,,
17358,-41732.85547,,,,,
17359,-40175.52344,,,,,
17360,-35732.82422,,,,,
17361,-38650.43359,,,,,
17362,-36868.17188,,,,,
17363,-31527.08398,,,,,
17364,-38194.98438,,,,,
17365,-38614.36328,,,,,
17366,-40493.95313,,,,,
17367,-30711.23438,,,,,
17368,-27657.95898,,,,,
17369,-36342.73047,,,,,
17370,-41460.21094,,,,,
17371,-36617.66016,,,,,
17372,-47351.20703,,,,,
17373,-44600.10938,,,,,
17374,-39488.8125,,,,,
17375,-28173.17578,,,,,
17376,-36035.09766,,,,,
17377,-25204.02148,,,,,
17378,-34780.48828,,,,,
17379,-21489.42578,,,,,
17380,-23385.94922,,,,,
17381,-28515.94531,,,,,
17382,-18646.2207,,,,,
17383,-42590.5625,,,,,
17384,-34229.01563,,,,,
17385,-20773.96094,,,,,
17386,-25198.24219,,,,,
17387,-24149.6875,,,,,
17388,-19393.51367,,,,,
17389,-17202.46875,,,,,
17390,-22008.34961,,,,,
17391,-16842.86328,,,,,
17392,-8423.789062,,,,,
17393,-23403.02148,,,,,
17394,-12844.59375,,,,,
17395,-11093.20996,,,,,
17396,-18122.33984,,,,,
17397,-15702.03223,,,,,
17398,-12474.31152,,,,,
17399,-8458.181641,,,,,
17400,-184.89502,,,,,
17401,-10171.27344,,,,,
17402,575.292603,,,,,
17403,-6538.829102,,,,,
17404,-5104.050293,,,,,
17405,4004.854004,,,,,
17406,2302.03418,,,,,
17407,-2701.633301,,,,,
17408,-2940.212891,,,,,
17409,3174.230225,,,,,
17410,-3539.907471,,,,,
17411,2743.659424,,,,,
17412,-2288.681152,,,,,
17413,12603.75488,,,,,
17414,11127.88477,,,,,
17415,9652.485352,,,,,
17416,2405.193604,,,,,
17417,8395.475586,,,,,
17418,10720.875,,,,,
17419,16355.67481,,,,,
17420,22051.33789,,,,,
17421,21274.50586,,,,,
17422,18922.32422,,,,,
17423,16139.47168,,,,,
